gene_key	gene_name	chrom	start	end	strand	length	tax_id	entrez_gene_id
946925	eutC	NC_000913.3	2556410	2557297	-	888	511145	946925
946924	eutB	NC_000913.3	2557318	2558679	-	1362	511145	946924
946923	intZ	NC_000913.3	2558858	2560066	+	1209	511145	946923
946922	yffL	NC_000913.3	2560257	2560898	+	642	511145	946922
946921	yffM	NC_000913.3	2561368	2561613	+	246	511145	946921
946930	yffN	NC_000913.3	2561625	2561993	+	369	511145	946930
946929	yffO	NC_000913.3	2562111	2562527	+	417	511145	946929
946928	yffP	NC_000913.3	2562524	2563117	+	594	511145	946928
946927	yffQ	NC_000913.3	2563592	2563969	+	378	511145	946927
946931	yffR	NC_000913.3	2563980	2564372	+	393	511145	946931
946932	yffS	NC_000913.3	2564523	2565332	+	810	511145	946932
946937	eutA	NC_000913.3	2565481	2566884	-	1404	511145	946937
944979	eutH	NC_000913.3	2566881	2568107	-	1227	511145	944979
946233	eutG	NC_000913.3	2568324	2569511	-	1188	511145	946233
947588	eutJ	NC_000913.3	2569501	2570337	-	837	511145	947588
946943	eutE	NC_000913.3	2570348	2571751	-	1404	511145	946943
946945	eutN	NC_000913.3	2571763	2572050	-	288	511145	946945
946942	eutM	NC_000913.3	2572157	2572450	-	294	511145	946942
946940	eutD	NC_000913.3	2572489	2573505	-	1017	511145	946940
946939	eutT	NC_000913.3	2573502	2574305	-	804	511145	946939
946935	eutQ	NC_000913.3	2574302	2575003	-	702	511145	946935
946933	eutP	NC_000913.3	2574978	2575457	-	480	511145	946933
946936	eutS	NC_000913.3	2575470	2575805	-	336	511145	946936
946947	maeB	NC_000913.3	2576098	2578377	-	2280	511145	946947
947006	talA	NC_000913.3	2578666	2579616	+	951	511145	947006
945865	tktB	NC_000913.3	2579636	2581639	+	2004	511145	945865
946828	ypfG	NC_000913.3	2581734	2582777	-	1044	511145	946828
947072	nudK	NC_000913.3	2582903	2583478	-	576	511145	947072
947383	aegA	NC_000913.3	2583546	2585525	-	1980	511145	947383
946948	narQ	NC_000913.3	2585731	2587431	+	1701	511145	946948
945464	acrD	NC_000913.3	2587595	2590708	+	3114	511145	945464
5061513	ypfM	NC_000913.3	2590807	2590866	-	60	511145	5061513
946953	yffB	NC_000913.3	2591247	2591603	+	357	511145	946953
948313	dapE	NC_000913.3	2591607	2592734	+	1128	511145	948313
1450286	ypfN	NC_000913.3	2592762	2592962	+	201	511145	1450286
947571	ypfH	NC_000913.3	2593072	2593770	-	699	511145	947571
946053	tmcA	NC_000913.3	2593844	2595859	-	2016	511145	946053
946956	ypfJ	NC_000913.3	2595874	2596737	-	864	511145	946956
946957	purC	NC_000913.3	2596905	2597618	-	714	511145	946957
946954	bamC	NC_000913.3	2597831	2598865	-	1035	511145	946954
946952	dapA	NC_000913.3	2598882	2599760	-	879	511145	946952
946950	gcvR	NC_000913.3	2599906	2600478	+	573	511145	946950
946949	bcp	NC_000913.3	2600478	2600948	+	471	511145	946949
946959	hyfA	NC_000913.3	2601201	2601818	+	618	511145	946959
946961	hyfB	NC_000913.3	2601818	2603836	+	2019	511145	946961
947492	hyfC	NC_000913.3	2603847	2604794	+	948	511145	947492
947290	hyfD	NC_000913.3	2604811	2606250	+	1440	511145	947290
945298	hyfE	NC_000913.3	2606262	2606912	+	651	511145	945298
946962	hyfF	NC_000913.3	2606917	2608497	+	1581	511145	946962
946964	hyfG	NC_000913.3	2608487	2610154	+	1668	511145	946964
946965	hyfH	NC_000913.3	2610164	2610709	+	546	511145	946965
946966	hyfI	NC_000913.3	2610706	2611464	+	759	511145	946966
947713	hyfJ	NC_000913.3	2611457	2611870	+	414	511145	947713
948886	hyfR	NC_000913.3	2611900	2613912	+	2013	511145	948886
949032	focB	NC_000913.3	2613934	2614782	+	849	511145	949032
945894	yfgO	NC_000913.3	2614820	2615881	-	1062	511145	945894
947029	bepA	NC_000913.3	2616094	2617557	+	1464	511145	947029
946974	yfgD	NC_000913.3	2617578	2617937	+	360	511145	946974
946977	hda	NC_000913.3	2618075	2618776	-	702	511145	946977
946978	uraA	NC_000913.3	2618871	2620160	-	1290	511145	946978
946979	upp	NC_000913.3	2620246	2620872	-	627	511145	946979
946975	purM	NC_000913.3	2621197	2622234	+	1038	511145	946975
946973	purN	NC_000913.3	2622234	2622872	+	639	511145	946973
946971	ppk	NC_000913.3	2623044	2625110	+	2067	511145	946971
946970	ppx	NC_000913.3	2625115	2626656	+	1542	511145	946970
946968	pdeF	NC_000913.3	2626695	2628938	-	2244	511145	946968
946980	yfgG	NC_000913.3	2629290	2629481	+	192	511145	946980
945709	yfgH	NC_000913.3	2629792	2630310	+	519	511145	945709
945168	yfgI	NC_000913.3	2630326	2630865	+	540	511145	945168
947334	guaA	NC_000913.3	2630958	2632535	-	1578	511145	947334
946985	guaB	NC_000913.3	2632604	2634070	-	1467	511145	946985
946988	xseA	NC_000913.3	2634232	2635602	+	1371	511145	946988
946984	yfgJ	NC_000913.3	2635599	2635814	-	216	511145	946984
946983	der	NC_000913.3	2635884	2637356	-	1473	511145	946983
946982	bamB	NC_000913.3	2637474	2638652	-	1179	511145	946982
946981	yfgM	NC_000913.3	2638663	2639283	-	621	511145	946981
946989	hisS	NC_000913.3	2639301	2640575	-	1275	511145	946989
63925644	sroE	NC_000913.3	2640595	2640686	-	92	511145	63925644
946991	ispG	NC_000913.3	2640686	2641804	-	1119	511145	946991
946992	rodZ	NC_000913.3	2641831	2642844	-	1014	511145	946992
946249	rlmN	NC_000913.3	2643129	2644283	-	1155	511145	946249
945611	ndk	NC_000913.3	2644433	2644864	-	432	511145	945611
947152	pbpC	NC_000913.3	2645013	2647325	-	2313	511145	947152
947302	yfhM	NC_000913.3	2647326	2652287	-	4962	511145	947302
946993	sseA	NC_000913.3	2652494	2653339	+	846	511145	946993
71004569	timR	NC_000913.3	2653356	2653455	-	100	511145	71004569
2847714	ryfA	NC_000913.3	2653855	2654158	+	304	511145	2847714
71004570	timP	NC_000913.3	2654001	2654126	+	126	511145	71004570
946994	sseB	NC_000913.3	2654157	2654933	-	777	511145	946994
948766	pepB	NC_000913.3	2655075	2656358	-	1284	511145	948766
945196	iscX	NC_000913.3	2656536	2656736	-	201	511145	945196
947160	fdx	NC_000913.3	2656748	2657083	-	336	511145	947160
944885	hscA	NC_000913.3	2657085	2658935	-	1851	511145	944885
946995	hscB	NC_000913.3	2658952	2659467	-	516	511145	946995
946999	iscA	NC_000913.3	2659563	2659886	-	324	511145	946999
947002	iscU	NC_000913.3	2659903	2660289	-	387	511145	947002
947004	iscS	NC_000913.3	2660317	2661531	-	1215	511145	947004
945279	iscR	NC_000913.3	2661643	2662131	-	489	511145	945279
948610	trmJ	NC_000913.3	2662583	2663323	-	741	511145	948610
947285	suhB	NC_000913.3	2663442	2664245	+	804	511145	947285
945059	yfhR	NC_000913.3	2664390	2665244	+	855	511145	945059
947009	csiE	NC_000913.3	2665435	2666715	+	1281	511145	947009
947007	hcaT	NC_000913.3	2666707	2667846	-	1140	511145	947007
14678510	iroK	NC_000913.3	2668006	2668071	-	66	511145	14678510
947000	hcaR	NC_000913.3	2668006	2668896	-	891	511145	947000
946998	hcaE	NC_000913.3	2669032	2670393	+	1362	511145	946998
946997	hcaF	NC_000913.3	2670390	2670908	+	519	511145	946997
947015	hcaC	NC_000913.3	2670908	2671228	+	321	511145	947015
945346	hcaB	NC_000913.3	2671225	2672037	+	813	511145	945346
945427	hcaD	NC_000913.3	2672047	2673249	+	1203	511145	945427
947365	yphA	NC_000913.3	2673346	2673768	+	423	511145	947365
947017	yphB	NC_000913.3	2673816	2674688	-	873	511145	947017
947019	yphC	NC_000913.3	2674700	2675761	-	1062	511145	947019
949063	yphD	NC_000913.3	2675827	2676825	-	999	511145	949063
948990	yphE	NC_000913.3	2676850	2678361	-	1512	511145	948990
947020	yphF	NC_000913.3	2678384	2679367	-	984	511145	947020
947021	yphG	NC_000913.3	2679464	2682745	-	3282	511145	947021
947023	yphH	NC_000913.3	2682863	2684056	+	1194	511145	947023
947022	glyA	NC_000913.3	2684254	2685507	-	1254	511145	947022
947018	hmp	NC_000913.3	2685835	2687025	+	1191	511145	947018
947016	glnB	NC_000913.3	2687070	2687408	-	339	511145	947016
947042	glrR	NC_000913.3	2687469	2688803	-	1335	511145	947042
947010	qseG	NC_000913.3	2688793	2689506	-	714	511145	947010
947013	glrK	NC_000913.3	2689671	2691098	-	1428	511145	947013
2847700	glmY	NC_000913.3	2691157	2691340	-	184	511145	2847700
947032	purL	NC_000913.3	2691656	2695543	-	3888	511145	947032
947028	mltF	NC_000913.3	2695801	2697357	+	1557	511145	947028
947027	tadA	NC_000913.3	2697354	2697857	-	504	511145	947027
947026	pgpC	NC_000913.3	2697915	2698550	-	636	511145	947026
947030	yfhH	NC_000913.3	2698759	2699607	+	849	511145	947030
947031	yfhL	NC_000913.3	2699663	2699923	+	261	511145	947031
7751620	shoB	NC_000913.3	2700117	2700197	-	81	511145	7751620
5061518	ohsC	NC_000913.3	2700520	2700598	+	79	511145	5061518
947037	acpS	NC_000913.3	2700618	2700998	-	381	511145	947037
947039	pdxJ	NC_000913.3	2700998	2701729	-	732	511145	947039
947038	recO	NC_000913.3	2701741	2702469	-	729	511145	947038
947036	era	NC_000913.3	2702481	2703386	-	906	511145	947036
947033	rnc	NC_000913.3	2703383	2704063	-	681	511145	947033
947040	lepB	NC_000913.3	2704335	2705309	-	975	511145	947040
947051	lepA	NC_000913.3	2705325	2707124	-	1800	511145	947051
947052	rseC	NC_000913.3	2707322	2707801	-	480	511145	947052
947054	rseB	NC_000913.3	2707798	2708754	-	957	511145	947054
947053	rseA	NC_000913.3	2708754	2709404	-	651	511145	947053
947050	rpoE	NC_000913.3	2709437	2710012	-	576	511145	947050
38094969	rseD	NC_000913.3	2710009	2710164	-	156	511145	38094969
947049	nadB	NC_000913.3	2710420	2712042	+	1623	511145	947049
947047	yfiC	NC_000913.3	2712027	2712764	-	738	511145	947047
947055	srmB	NC_000913.3	2712896	2714230	+	1335	511145	947055
947064	yfiE	NC_000913.3	2714439	2715320	-	882	511145	947064
947065	eamB	NC_000913.3	2715423	2716010	+	588	511145	947065
947068	grcA	NC_000913.3	2716066	2716449	-	384	511145	947068
947067	ung	NC_000913.3	2716754	2717443	+	690	511145	947067
947066	yfiF	NC_000913.3	2717491	2718528	-	1038	511145	947066
947062	trxC	NC_000913.3	2718735	2719154	+	420	511145	947062
947057	tapT	NC_000913.3	2719223	2719921	+	699	511145	947057
947056	patZ	NC_000913.3	2719953	2722613	+	2661	511145	947056
63925645	pssL	NC_000913.3	2722702	2722743	+	42	511145	63925645
947059	pssA	NC_000913.3	2722727	2724082	+	1356	511145	947059
947060	yfiM	NC_000913.3	2724128	2724451	+	324	511145	947060
947069	kgtP	NC_000913.3	2724448	2725746	-	1299	511145	947069
63925646	yfiS	NC_000913.3	2725925	2725987	+	63	511145	63925646
947070	rrfG	NC_000913.3	2726069	2726188	-	120	511145	947070
947585	rrlG	NC_000913.3	2726281	2729184	-	2904	511145	947585
947076	gltW	NC_000913.3	2729369	2729444	-	76	511145	947076
947071	rrsG	NC_000913.3	2729616	2731157	-	1542	511145	947071
947077	clpB	NC_000913.3	2731600	2734173	-	2574	511145	947077
5061506	ryfD	NC_000913.3	2734153	2734295	-	143	511145	5061506
947089	yfiH	NC_000913.3	2734303	2735034	-	732	511145	947089
947087	rluD	NC_000913.3	2735031	2736011	-	981	511145	947087
947086	bamD	NC_000913.3	2736146	2736883	+	738	511145	947086
947129	raiA	NC_000913.3	2737154	2737495	+	342	511145	947129
71004571	raiZ	NC_000913.3	2737381	2737542	+	162	511145	71004571
947080	pheL	NC_000913.3	2737599	2737646	+	48	511145	947080
947081	pheA	NC_000913.3	2737745	2738905	+	1161	511145	947081
947115	tyrA	NC_000913.3	2738948	2740069	-	1122	511145	947115
947084	aroF	NC_000913.3	2740080	2741150	-	1071	511145	947084
947106	yfiL	NC_000913.3	2741360	2741725	+	366	511145	947106
947090	yfiR	NC_000913.3	2741875	2742393	+	519	511145	947090
947091	dgcN	NC_000913.3	2742383	2743609	+	1227	511145	947091
947094	yfiB	NC_000913.3	2743625	2744107	+	483	511145	947094
947096	rplS	NC_000913.3	2744183	2744530	-	348	511145	947096
947099	trmD	NC_000913.3	2744572	2745339	-	768	511145	947099
947101	rimM	NC_000913.3	2745370	2745918	-	549	511145	947101
947103	rpsP	NC_000913.3	2745937	2746185	-	249	511145	947103
947102	ffh	NC_000913.3	2746434	2747795	-	1362	511145	947102
947098	ypjD	NC_000913.3	2747962	2748753	+	792	511145	947098
2847739	yfjD	NC_000913.3	2748774	2750060	+	1287	511145	2847739
947097	grpE	NC_000913.3	2750115	2750708	-	594	511145	947097
947092	nadK	NC_000913.3	2750831	2751709	+	879	511145	947092
947105	recN	NC_000913.3	2751795	2753456	+	1662	511145	947105
945583	bamE	NC_000913.3	2753605	2753946	+	342	511145	945583
945078	yfjF	NC_000913.3	2754008	2754298	-	291	511145	945078
945614	ratA	NC_000913.3	2754288	2754764	-	477	511145	945614
947296	smpB	NC_000913.3	2754896	2755378	+	483	511145	947296
945053	ssrA	NC_000913.3	2755593	2755955	+	363	511145	945053
946160	intA	NC_000913.3	2756159	2757400	+	1242	511145	946160
946123	yfjH	NC_000913.3	2757644	2758600	-	957	511145	946123
946758	alpA	NC_000913.3	2758644	2758856	+	213	511145	946758
944764	yfjI	NC_000913.3	2758985	2760394	+	1410	511145	944764
947112	yfjJ	NC_000913.3	2760547	2761173	+	627	511145	947112
947111	abpB	NC_000913.3	2761351	2763540	-	2190	511145	947111
947110	abpA	NC_000913.3	2763537	2765153	-	1617	511145	947110
947108	yfjM	NC_000913.3	2765513	2765776	-	264	511145	947108
947107	rnlA	NC_000913.3	2765918	2766991	+	1074	511145	947107
947113	rnlB	NC_000913.3	2766984	2767355	+	372	511145	947113
947124	yfjP	NC_000913.3	2767710	2768573	+	864	511145	947124
947127	yfjQ	NC_000913.3	2768665	2769486	+	822	511145	947127
947309	yfjR	NC_000913.3	2769703	2770404	+	702	511145	947309
2847710	ypjK	NC_000913.3	2770445	2770681	+	237	511145	2847710
945668	yfjS	NC_000913.3	2770681	2771124	+	444	511145	945668
947616	yfjT	NC_000913.3	2771148	2771615	+	468	511145	947616
945062	yfjU	NC_000913.3	2771840	2772154	-	315	511145	945062
947128	yfjW	NC_000913.3	2773318	2775021	+	1704	511145	947128
947126	lfgA	NC_000913.3	2775919	2776377	+	459	511145	947126
947125	lfgB	NC_000913.3	2776386	2776868	+	483	511145	947125
1450287	ypjJ	NC_000913.3	2776877	2777077	+	201	511145	1450287
947123	yfjZ	NC_000913.3	2777115	2777432	+	318	511145	947123
947131	ypjF	NC_000913.3	2777453	2777782	+	330	511145	947131
948630	ypjA	NC_000913.3	2778146	2782726	-	4581	511145	948630
945242	ypjB	NC_000913.3	2783638	2784429	-	792	511145	945242
947640	ypjC	NC_000913.3	2784529	2785011	-	483	511145	947640
947163	ileY	NC_000913.3	2785762	2785837	-	76	511145	947163
948076	glaH	NC_000913.3	2788985	2789962	+	978	511145	948076
948069	lhgD	NC_000913.3	2789982	2791250	+	1269	511145	948069
948060	gabD	NC_000913.3	2791273	2792721	+	1449	511145	948060
948067	gabT	NC_000913.3	2792735	2794015	+	1281	511145	948067
948049	gabP	NC_000913.3	2794253	2795653	+	1401	511145	948049
948055	glaR	NC_000913.3	2795674	2796336	+	663	511145	948055
947144	kbp	NC_000913.3	2796337	2796786	-	450	511145	947144
947138	yqaE	NC_000913.3	2796870	2797028	-	159	511145	947138
947136	ygaV	NC_000913.3	2797211	2797510	+	300	511145	947136
947135	ygaP	NC_000913.3	2797520	2798044	+	525	511145	947135
947130	stpA	NC_000913.3	2798091	2798495	-	405	511145	947130
947147	alaE	NC_000913.3	2799164	2799613	+	450	511145	947147
947156	ygaC	NC_000913.3	2799650	2799994	-	345	511145	947156
947157	ygaM	NC_000913.3	2800146	2800475	+	330	511145	947157
947161	nrdH	NC_000913.3	2800723	2800968	+	246	511145	947161
947158	nrdI	NC_000913.3	2800965	2801375	+	411	511145	947158
947155	nrdE	NC_000913.3	2801348	2803492	+	2145	511145	947155
947149	nrdF	NC_000913.3	2803502	2804461	+	960	511145	947149
947148	proV	NC_000913.3	2804815	2806017	+	1203	511145	947148
947145	proW	NC_000913.3	2806010	2807074	+	1065	511145	947145
947165	proX	NC_000913.3	2807132	2808124	+	993	511145	947165
945093	ygaZ	NC_000913.3	2809617	2810354	+	738	511145	945093
945111	ygaH	NC_000913.3	2810344	2810679	+	336	511145	945111
945282	mprA	NC_000913.3	2810770	2811300	+	531	511145	945282
947166	emrA	NC_000913.3	2811427	2812599	+	1173	511145	947166
947167	emrB	NC_000913.3	2812616	2814154	+	1539	511145	947167
947168	luxS	NC_000913.3	2814218	2814733	-	516	511145	947168
2847697	micA	NC_000913.3	2814802	2814874	+	73	511145	2847697
944881	gshA	NC_000913.3	2814883	2816439	-	1557	511145	944881
945419	yqaA	NC_000913.3	2816512	2816940	-	429	511145	945419
945776	yqaB	NC_000913.3	2816937	2817503	-	567	511145	945776
947150	argQ	NC_000913.3	2817784	2817860	-	77	511145	947150
947171	argZ	NC_000913.3	2818059	2818135	-	77	511145	947171
946596	argY	NC_000913.3	2818198	2818274	-	77	511145	946596
947209	argV	NC_000913.3	2818473	2818549	-	77	511145	947209
947173	serV	NC_000913.3	2818553	2818645	-	93	511145	947173
947176	csrA	NC_000913.3	2818961	2819146	-	186	511145	947176
947175	alaS	NC_000913.3	2819381	2822011	-	2631	511145	947175
947172	recX	NC_000913.3	2822139	2822639	-	501	511145	947172
947170	recA	NC_000913.3	2822708	2823769	-	1062	511145	947170
947169	pncC	NC_000913.3	2823849	2824346	-	498	511145	947169
947184	mltB	NC_000913.3	2824491	2825576	-	1086	511145	947184
947575	srlA	NC_000913.3	2825832	2826395	+	564	511145	947575
948933	srlE	NC_000913.3	2826392	2827351	+	960	511145	948933
948971	srlB	NC_000913.3	2827362	2827733	+	372	511145	948971
948937	srlD	NC_000913.3	2827737	2828516	+	780	511145	948937
948938	gutM	NC_000913.3	2828621	2828980	+	360	511145	948938
948942	srlR	NC_000913.3	2829047	2829820	+	774	511145	948942
947587	gutQ	NC_000913.3	2829813	2830778	+	966	511145	947587
947186	norR	NC_000913.3	2830775	2832289	-	1515	511145	947186
948979	norV	NC_000913.3	2832476	2833915	+	1440	511145	948979
947088	norW	NC_000913.3	2833912	2835045	+	1134	511145	947088
944963	hypF	NC_000913.3	2835173	2837425	-	2253	511145	944963
947190	hydN	NC_000913.3	2837578	2838105	-	528	511145	947190
947305	ascG	NC_000913.3	2838254	2839264	-	1011	511145	947305
947154	ascF	NC_000913.3	2839524	2840981	+	1458	511145	947154
947460	ascB	NC_000913.3	2840990	2842414	+	1425	511145	947460
947428	hycI	NC_000913.3	2842573	2843043	-	471	511145	947428
947438	hycH	NC_000913.3	2843036	2843446	-	411	511145	947438
947191	hycG	NC_000913.3	2843443	2844210	-	768	511145	947191
947048	hycF	NC_000913.3	2844210	2844752	-	543	511145	947048
947396	hycE	NC_000913.3	2844762	2846471	-	1710	511145	947396
948994	hycD	NC_000913.3	2846489	2847412	-	924	511145	948994
945327	hycC	NC_000913.3	2847415	2849241	-	1827	511145	945327
948002	hycB	NC_000913.3	2849238	2849849	-	612	511145	948002
947193	hycA	NC_000913.3	2849974	2850435	-	462	511145	947193
947195	hypA	NC_000913.3	2850647	2850997	+	351	511145	947195
947194	hypB	NC_000913.3	2851001	2851873	+	873	511145	947194
947192	hypC	NC_000913.3	2851864	2852136	+	273	511145	947192
947189	hypD	NC_000913.3	2852136	2853257	+	1122	511145	947189
947182	hypE	NC_000913.3	2853254	2854264	+	1011	511145	947182
947181	fhlA	NC_000913.3	2854338	2856416	+	2079	511145	947181
947187	ygbA	NC_000913.3	2856453	2856806	-	354	511145	947187
947206	mutS	NC_000913.3	2857093	2859654	+	2562	511145	947206
947196	pphB	NC_000913.3	2859760	2860416	+	657	511145	947196
947204	ygbI	NC_000913.3	2860467	2861234	-	768	511145	947204
947200	ygbJ	NC_000913.3	2861430	2862338	+	909	511145	947200
947199	ygbK	NC_000913.3	2862335	2863501	+	1167	511145	947199
947197	ygbL	NC_000913.3	2863593	2864231	+	639	511145	947197
947207	ygbM	NC_000913.3	2864236	2865012	+	777	511145	947207
947208	ygbN	NC_000913.3	2865101	2866465	+	1365	511145	947208
947210	rpoS	NC_000913.3	2866559	2867551	-	993	511145	947210
947011	nlpD	NC_000913.3	2867614	2868753	-	1140	511145	947011
944923	pcm	NC_000913.3	2868893	2869519	-	627	511145	944923
947211	umpG	NC_000913.3	2869513	2870274	-	762	511145	947211
947214	truD	NC_000913.3	2870255	2871304	-	1050	511145	947214
945057	ispF	NC_000913.3	2871301	2871780	-	480	511145	945057
948269	ispD	NC_000913.3	2871780	2872490	-	711	511145	948269
946033	ftsB	NC_000913.3	2872509	2872820	-	312	511145	946033
947268	ygbE	NC_000913.3	2873014	2873337	-	324	511145	947268
947221	cysC	NC_000913.3	2873387	2873992	-	606	511145	947221
947219	cysN	NC_000913.3	2873992	2875419	-	1428	511145	947219
947217	cysD	NC_000913.3	2875421	2876329	-	909	511145	947217
947215	iap	NC_000913.3	2876581	2877618	+	1038	511145	947215
947213	cas2	NC_000913.3	2878569	2878853	-	285	511145	947213
947228	cas1	NC_000913.3	2878855	2879772	-	918	511145	947228
947226	casE	NC_000913.3	2879788	2880387	-	600	511145	947226
947225	casD	NC_000913.3	2880374	2881048	-	675	511145	947225
947224	casC	NC_000913.3	2881051	2882142	-	1092	511145	947224
947223	casB	NC_000913.3	2882155	2882637	-	483	511145	947223
947222	casA	NC_000913.3	2882630	2884138	-	1509	511145	947222
947229	cas3	NC_000913.3	2884553	2887219	-	2667	511145	947229
8764970	sokX	NC_000913.3	2887353	2887411	+	59	511145	8764970
947230	cysH	NC_000913.3	2887578	2888312	-	735	511145	947230
947231	cysI	NC_000913.3	2888387	2890099	-	1713	511145	947231
947239	cysJ	NC_000913.3	2890099	2891898	-	1800	511145	947239
945123	queD	NC_000913.3	2892214	2892579	+	366	511145	945123
946114	ygcN	NC_000913.3	2892657	2893928	+	1272	511145	946114
945120	ygcO	NC_000913.3	2893919	2894179	+	261	511145	945120
947536	ygcP	NC_000913.3	2894196	2894771	+	576	511145	947536
946413	ygcQ	NC_000913.3	2894919	2895779	-	861	511145	946413
947240	ygcR	NC_000913.3	2895776	2896555	-	780	511145	947240
947238	ygcS	NC_000913.3	2896533	2897870	-	1338	511145	947238
2847709	ygcU	NC_000913.3	2897964	2899418	-	1455	511145	2847709
947232	ygcW	NC_000913.3	2899488	2900273	-	786	511145	947232
947248	yqcE	NC_000913.3	2900592	2901869	+	1278	511145	947248
946193	ygcE	NC_000913.3	2901896	2903374	+	1479	511145	946193
947527	queE	NC_000913.3	2904747	2905418	-	672	511145	947527
7751618	yqcG	NC_000913.3	2905557	2905697	+	141	511145	7751618
945247	ygcG	NC_000913.3	2905711	2906583	+	873	511145	945247
945032	eno	NC_000913.3	2906643	2907941	-	1299	511145	945032
946116	pyrG	NC_000913.3	2908029	2909666	-	1638	511145	946116
947254	mazG	NC_000913.3	2909894	2910685	-	792	511145	947254
947252	mazF	NC_000913.3	2910756	2911091	-	336	511145	947252
302211667	ameF	NC_000913.3	2911051	2911450	+	400	511145	302211667
947245	mazE	NC_000913.3	2911091	2911339	-	249	511145	947245
947244	relA	NC_000913.3	2911417	2913651	-	2235	511145	947244
947243	rlmD	NC_000913.3	2913699	2915000	-	1302	511145	947243
947255	barA	NC_000913.3	2915057	2917813	+	2757	511145	947255
947258	gudD	NC_000913.3	2918045	2919385	-	1341	511145	947258
947261	gudX	NC_000913.3	2919406	2920746	-	1341	511145	947261
947265	gudP	NC_000913.3	2920748	2922100	-	1353	511145	947265
947151	yqcA	NC_000913.3	2922535	2922984	-	450	511145	947151
947242	truC	NC_000913.3	2923002	2923784	-	783	511145	947242
946027	yqcC	NC_000913.3	2923784	2924113	-	330	511145	946027
2847719	csrB	NC_000913.3	2924156	2924524	-	369	511145	2847719
947271	syd	NC_000913.3	2924735	2925280	-	546	511145	947271
947270	queF	NC_000913.3	2925348	2926196	+	849	511145	947270
947266	ppnN	NC_000913.3	2926308	2927672	+	1365	511145	947266
947264	sdaC	NC_000913.3	2928229	2929518	+	1290	511145	947264
947262	sdaB	NC_000913.3	2929576	2930943	+	1368	511145	947262
947256	ygdG	NC_000913.3	2931055	2931810	+	756	511145	947256
947273	fucO	NC_000913.3	2931865	2933013	-	1149	511145	947273
947282	fucA	NC_000913.3	2933041	2933688	-	648	511145	947282
947487	fucP	NC_000913.3	2934235	2935551	+	1317	511145	947487
946195	fucI	NC_000913.3	2935584	2937359	+	1776	511145	946195
946022	fucK	NC_000913.3	2937468	2938886	+	1419	511145	946022
945842	fucU	NC_000913.3	2938888	2939310	+	423	511145	945842
946905	fucR	NC_000913.3	2939368	2940099	+	732	511145	946905
947283	rlmM	NC_000913.3	2940143	2941243	-	1101	511145	947283
947279	ygdD	NC_000913.3	2941236	2941631	-	396	511145	947279
947278	gcvA	NC_000913.3	2941650	2942567	-	918	511145	947278
2847720	gcvB	NC_000913.3	2942696	2942901	+	206	511145	2847720
947276	ygdI	NC_000913.3	2942918	2943145	-	228	511145	947276
947275	csdA	NC_000913.3	2943337	2944542	+	1206	511145	947275
947274	csdE	NC_000913.3	2944542	2944985	+	444	511145	947274
947291	tcdA	NC_000913.3	2945036	2945842	-	807	511145	947291
944964	mltA	NC_000913.3	2946081	2947178	-	1098	511145	944964
947198	metZ	NC_000913.3	2947387	2947463	+	77	511145	947198
947292	metW	NC_000913.3	2947497	2947573	+	77	511145	947292
946037	metV	NC_000913.3	2947607	2947683	+	77	511145	946037
947293	amiC	NC_000913.3	2947757	2949010	-	1254	511145	947293
947289	argA	NC_000913.3	2949242	2950573	+	1332	511145	947289
947287	recD	NC_000913.3	2950635	2952461	-	1827	511145	947287
947286	recB	NC_000913.3	2952461	2956003	-	3543	511145	947286
947284	ptrA	NC_000913.3	2955996	2958884	-	2889	511145	947284
947294	recC	NC_000913.3	2959060	2962428	-	3369	511145	947294
945797	ppdC	NC_000913.3	2962441	2962764	-	324	511145	945797
944763	ygdB	NC_000913.3	2962749	2963156	-	408	511145	944763
948985	ppdB	NC_000913.3	2963153	2963716	-	564	511145	948985
945393	ppdA	NC_000913.3	2963707	2964177	-	471	511145	945393
949035	thyA	NC_000913.3	2964361	2965155	-	795	511145	949035
947303	lgt	NC_000913.3	2965162	2966037	-	876	511145	947303
947301	ptsP	NC_000913.3	2966188	2968434	-	2247	511145	947301
947300	rppH	NC_000913.3	2968447	2968977	-	531	511145	947300
5061519	ygdT	NC_000913.3	2969330	2969476	-	147	511145	5061519
947299	mutH	NC_000913.3	2969662	2970351	+	690	511145	947299
947295	ygdQ	NC_000913.3	2970420	2971133	+	714	511145	947295
947304	ygdR	NC_000913.3	2971271	2971489	+	219	511145	947304
947306	tas	NC_000913.3	2971597	2972637	+	1041	511145	947306
947317	lplT	NC_000913.3	2972669	2973862	-	1194	511145	947317
947315	aas	NC_000913.3	2973855	2976014	-	2160	511145	947315
2847746	omrA	NC_000913.3	2976102	2976189	-	88	511145	2847746
2847747	omrB	NC_000913.3	2976304	2976385	-	82	511145	2847747
947314	galR	NC_000913.3	2976599	2977630	+	1032	511145	947314
947313	lysA	NC_000913.3	2977637	2978899	-	1263	511145	947313
947311	lysR	NC_000913.3	2979021	2979956	+	936	511145	947311
947348	ygeA	NC_000913.3	2979943	2980635	-	693	511145	947348
947341	araE	NC_000913.3	2980764	2982182	-	1419	511145	947341
947323	kduD	NC_000913.3	2982497	2983258	-	762	511145	947323
947319	kduI	NC_000913.3	2983288	2984124	-	837	511145	947319
